id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
580,who was princess tayotama ?,explicit,""" are you indeed hohodemi , the grandson of amaterasu , the sun goddess ? "" asked the damsel who had spoken first . "" i am the eldest daughter of ryn jin , the king of the sea , and my name is princess tayotama . "" "" and , "" said the younger maiden , who at last found her tongue , "" i am her sister , the princess tamayori . """,eldest daughter of ryn jin .,the eldest daughter of ryn jin .,ryn jin,0.5714285714285715,0.4,0.5714285714285715,0.5714285714285715,0.5,0.33333333333333337,0.5,0.5,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,2,6,0.0820849986238988,"[1.0, 1.0, 1.0, 1.0]",0.0820849986238988,0.2857142857142857,2,7,0.8863919377326965,0.8765859603881836,-1.0264535,-1.0443265
581,what did the boy ask to do ?,explicit,"but when he got home , he found that heaven had sent him a little son , the first new thing to come into the house since he had made his promise . and when he told his wife about it , she began to weep and wail , and pray to god because of the vow her husband had made . and the woman 's grief was reported at the castle , and when it came to the king 's ears , and he learned the reason , he promised to take the boy and see if he could not save him . and so the king took him and brought him up as ",go out fishing with his father .,he might not go out fishing with his father .,The boy asked whether he might not go out fishing with his father .,0.631578947368421,0.5882352941176471,0.631578947368421,0.631578947368421,0.8181818181818181,0.8,0.8181818181818181,0.8181818181818181,0.4758733096412523,"[0.5333333333333333, 0.5, 0.46153846153846156, 0.4166666666666667]",1.0,2.0,14,7,0.7012055133086459,"[0.7333333333333333, 0.7142857142857143, 0.6923076923076923, 0.6666666666666666]",1.0,1.4,14,10,0.9127960205078125,0.9411668181419373,-0.6480696,0.21601051
582,what did the little birds give the man's daughter to show their gratitude ?,explicit,"' that is a good girl , ' said one ; ' i really was too weak to stretch out a wing before she came . i should like to do something to show how grateful i am . ' ' well , let us give her a wreath of flowers that will never fade as long as she wears it , ' cried another . ' and let the tiniest singing birds in the world sit amongst the flowers , ' rejoined the third . ' yes , that will do beautifully , ' said the first . and when the girl stepped into her cottage a wreath of rosebuds was on her he",a wreath of flowers .,a wreath of flowers .,a wreath of rosebuds,0.75,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,0.75,0.75,0.5208154731870476,"[0.8, 0.75, 0.6666666666666666, 0.5]",0.7788007830714049,0.8,4,5,0.5208154731870476,"[0.8, 0.75, 0.6666666666666666, 0.5]",0.7788007830714049,0.8,4,5,0.9410004019737244,0.9410004019737244,-0.0005557835,-0.0005557835
583,where did paul and harold go to when it was the feast of yule ?,explicit,"at these words harold 's vanity was flattered , and he thought that , after all , his step - brother was right , and that he had a very small chance , with his meagre gift of speech , of being successful in his suit . so he threw down his dagger , and , shaking hands with him , begged him to pardon his unkind thoughts , and went down the winding stair again in high good - humour with himself and all the world . by this time it was coming near to the feast of yule , and at that festival it was th",the great palace of orphir .,to the great palace of orphir .,the great palace of orphir,1.0,1.0,1.0,1.0,0.9090909090909091,0.888888888888889,0.9090909090909091,0.9090909090909091,0.8187307530779819,"[1.0, 1.0, 1.0, 1.0]",0.8187307530779819,0.8333333333333334,5,6,0.6703200460356393,"[1.0, 1.0, 1.0, 1.0]",0.6703200460356393,0.7142857142857143,5,7,0.9854323267936707,0.9737148880958557,0.88338464,-0.017107189
584,what happened to the bride when she was a young child ?,explicit,"the fiddler knew neither rest nor repose , and did not pass his cap , but played merrily on with his left hand , and beat time with his foot , until he was dripping with sweat , and the fiddle was hidden by the dust and smoke . when andrew noticed that his own feet began to twitch where he was standing , he thought to himself : "" now i had better shoot away , or else he will play me right off the ground ! "" so he turned his gun , thrust it through the window , and shot it off over the bride 's h",she had been carried into the hill .,she had been carried into the hill .,She was shot .,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.13218059591958078,"[0.4, 0.25, 0.3333333333333333, 0.5]",0.36787944117144233,0.5,4,8,0.13218059591958078,"[0.4, 0.25, 0.3333333333333333, 0.5]",0.36787944117144233,0.5,4,8,0.9121239185333252,0.9121239185333252,-1.030001,-1.030001
585,what happened because the youth did not listen to his father ?,explicit,"but when he came out in the morning , the princesses were out of the ground up to their ankles . the third night came a troll who had nine heads and nine whips , and he beat and whipped the youth so severely that at last he fainted . then the troll took him and flung him against the wall , and as he did so the bottle fell down , and its whole contents poured over the youth , and he was at once sound and whole again . then he did not delay , but grasped the sword , killed the troll , and when he ",his queen must go straight home .,the ring is out of wishes .,princesses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002084373819661083,"[0.5, 1.0, 1.0, 1.0]",0.0024787521766663585,0.14285714285714285,1,7,0.002084373819661083,"[0.5, 1.0, 1.0, 1.0]",0.0024787521766663585,0.14285714285714285,1,7,0.8116140365600586,0.8129918575286865,-1.0051788,-1.3918601
586,why did the jelly fish tell the monkey everything ?,explicit,"the monkey grew more and more curious and suspicious , and urged the jelly fish to tell him for what his liver was wanted , and ended up by appealing to his hearer 's feelings by saying that he was very troubled at what he had been told . then the jelly fish , seeing how anxious the monkey looked , was sorry for him , and told him everything . how the dragon queen had fallen ill , and how the doctor had said that only the liver of a live monkey would cure her , and how the dragon king had sent h",he was sorry for him .,"the jelly fish , seeing how anxious the monkey looked , was sorry for him .",the monkey was worried about his liver .,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3,0.1111111111111111,0.3,0.3,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.3333333333333333,8,6,0.08821858171866302,"[0.5555555555555556, 0.25, 0.14285714285714285, 0.16666666666666666]",0.36787944117144233,0.5,8,16,0.880368709564209,0.8949570655822754,-1.2861164,-0.9556369
587,how did the fiddler feel as he played merrily ?,implicit,"the fiddler knew neither rest nor repose , and did not pass his cap , but played merrily on with his left hand , and beat time with his foot , until he was dripping with sweat , and the fiddle was hidden by the dust and smoke . when andrew noticed that his own feet began to twitch where he was standing , he thought to himself : "" now i had better shoot away , or else he will play me right off the ground ! "" so he turned his gun , thrust it through the window , and shot it off over the bride 's h",tired .,exhausted .,He was dripping with sweat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.8185641169548035,0.8159445524215698,-1.2957482,-1.1519476
588,how did the princess recognize ian ?,explicit,"so the gallows was built upon a high platform , and the fisher 's son mounted the steps up to it , and turned at the top to make the speech that was expected from every doomed man , innocent or guilt . as he spoke he happened to raise his arm , and the king 's daughter , who was there at her father 's side , saw the name which she had written under it . with a shriek she sprang from her seat , and the eyes of the spectators were turned towards her . ' stop ! stop ! ' she cried , hardly knowing w",the king 's daughter saw the name which she had written under it .,she saw the name which she had written .,the princess recognized ian .,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.04994299940831281,"[0.5, 0.2, 0.25, 0.3333333333333333]",0.16529888822158656,0.35714285714285715,5,14,0.13575914775035755,"[0.5, 0.2, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,0.8698986172676086,0.8619909882545471,-0.7100398,-0.9757717
589,how did the chief steward suggest the jelly fish trick a monkey ?,implicit,""" well , "" said the chief steward , "" if you depend on your strength or dexterity you will never catch a monkey . the only way is to play a trick on one ! "" "" how can i play a trick on a monkey ? i do n't know how to do it , "" said the perplexed jelly fish . "" this is what you must do , "" said the wily chief steward . "" when you approach the island of monkeys and meet some of them , you must try to get very friendly with one . tell him that you are a servant of the dragon king , and invite him t",invite a monkey to the palace .,invite him to come and visit you and see the dragon king 's palace .,the chief steward suggested the jellyfish trick a monkey .,0.4,0.15384615384615385,0.26666666666666666,0.26666666666666666,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0.18850319022747347,"[0.45454545454545453, 0.2, 0.1111111111111111, 0.125]",1.0,1.4285714285714286,10,7,0.08461586088475063,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",0.6065306597126334,0.6666666666666666,10,15,0.8858165740966797,0.8512070178985596,-0.59897333,-1.1311643
590,what did the young man do after his mother got angry at him ?,explicit,"' i will give them , ' answered the man , and he took the horse , and the youth took the gun and the dog and the falcon , and went home with them . but when his mother heard what he had done she was very angry , and beat him with a stick which she had in her hand . ' that will teach you to sell my property , ' said she , when her arm was quite tired , but ian her son answered her nothing , and went off to his bed , for he was very sore . that night he rose softly , and left the house carrying th","rose softly , and left the house carrying the gun with him .",went off to his bed .,beat him with a stick,0.25000000000000006,0.0,0.12500000000000003,0.12500000000000003,0.0,0.0,0.0,0.0,0.061000517228105004,"[0.5, 0.2, 0.25, 0.3333333333333333]",0.20189651799465547,0.38461538461538464,5,13,0.18796001821050234,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.8526946306228638,0.8348608613014221,-1.5407581,-1.3659503
591,who did the wife plan to ask for help ?,explicit,"her plan was this . in the town where she had lived before she was married there was an old witch , who had more skill in magic that any other witch she knew . to this witch she would go and beg her to make her a mask with the face of her stepdaughter , and when she had the mask the rest would be easy . she told her daughter what she meant to do , and although the daughter could only say ' dirty creatures , ' in answer , she nodded and smiled and looked well pleased .",an old witch .,an old witch .,her stepdaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.8380877375602722,0.8380877375602722,-1.3134979,-1.3134979
592,what did the woman do after she saw the bannock disappearing ?,explicit,"while they were toasting , her husband came in from the byre , and sat down to take a rest in his great arm - chair . presently his eyes fell on the bannocks , and , as they looked very good , he broke one through the middle and began to eat it . when the other bannock saw this it determined that it should not have the same fate , so it ran across the kitchen and out of the door as fast as it could . and when the old woman saw it disappearing , she ran after it as fast as her legs would carry he","ran after it as fast as her legs would carry her , holding her spindle in one hand and her distaff in the other .",ran after it .,"She ran after it as fast as her legs would carry her , holding her spindle in one hand and her distaff in the other .",0.9787234042553191,0.9777777777777777,0.9787234042553191,0.9787234042553191,0.2222222222222222,0.16,0.2222222222222222,0.2222222222222222,0.960707139034002,"[0.9629629629629629, 0.9615384615384616, 0.96, 0.9583333333333334]",1.0,1.04,26,25,0.09186672262412118,"[0.18518518518518517, 0.11538461538461539, 0.08, 0.041666666666666664]",1.0,6.5,26,4,0.9824177026748657,0.829140305519104,0.8071244,-0.7786827
593,how could one tell the girl was human ?,explicit,"on christmas eve andrew heard fiddles and music far out at sea ; and when he came out , he saw a glow of light that came from a great northland schooner , which was gliding toward the land -- yet such a ship he had never yet seen . it has a main - sail of uncommon size , which looked to him to be of silk , and the most delicate tackling , as thin as though woven of steel wire , and everything else was in proportion , as fine and handsome as any northlander might wish to have . the whole schooner","she was tall , and handsomer than the meer - folk .","she was tall , and handsomer than the meer - folk .","she was tall , and handsomer than the meer - folk",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9131007162822622,"[1.0, 1.0, 1.0, 1.0]",0.9131007162822622,0.9166666666666666,11,12,0.9131007162822622,"[1.0, 1.0, 1.0, 1.0]",0.9131007162822622,0.9166666666666666,11,12,0.9758672118186951,0.9758672118186951,1.0702363,1.0702363
594,why did the tai not come in answer to the king's summons ?,explicit,"without waiting for the king 's order the cuttlefish had already started for the tai 's dwelling , and he now returned , bringing the tai with him . he led him before the king . the tai sat there looking frightened and ill . he certainly was in pain , for his usually red face was pale , and his eyes were nearly closed and looked but half their usual size . "" answer , o tai ! "" cried the sea king , "" why did you not come in answer to my summons today ? "" "" i have been ill since yesterday , "" answ",he had been ill since yesterday .,he has been ill since yesterday .,the tai 's illness is the punishment of the gods for stealing the mikoto 's hook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06468490584192432,"[0.058823529411764705, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,2.2857142857142856,16,7,0.06468490584192432,"[0.058823529411764705, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,2.2857142857142856,16,7,0.8267123699188232,0.8324149250984192,-1.4278951,-1.3771341
595,what happened because the bride forgot to say the verse ?,explicit,"but after her mother had gone , she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill . and there no harm had been done her , save that she had lost the top joint of the little finger of her left hand , and the goblins had been kind to her ; yet it had always seemed to her as though something were not as it should be , she felt as though something weighed upon her , and she had suffered greatly from the advances of the dwarf who had been ch",she was enchanted and taken into the hill .,she was enchanted and taken into the hill .,She was enchanted and taken into the hill,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.761894894736741,"[0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334]",0.8824969025845955,0.8888888888888888,8,9,0.761894894736741,"[0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334]",0.8824969025845955,0.8888888888888888,8,9,0.9860799312591553,0.9860799312591553,1.0378197,1.0378197
596,where did the bannock fall into ?,explicit,"as for the poor little bannock , it thought that it would creep under a whin bush and lie there till morning , but it was so dark that it never saw that there was a fox 's hole there . so it fell down the fox 's hole , and the fox was very glad to see it , for he had had no food for two days . "" oh , welcome , welcome , "" he cried ; and he snapped it through the middle with his teeth , and that was the end of the poor wee bannock . and if a moral be wanted for this tale , here it is : that peopl",a fox 's hole .,a fox 's gole .,the fox 's hole,0.75,0.6666666666666666,0.75,0.75,0.5,0.3333333333333333,0.5,0.5,0.5208154731870476,"[0.8, 0.75, 0.6666666666666666, 0.5]",0.7788007830714049,0.8,4,5,0.36827215283744186,"[0.6, 0.5, 0.3333333333333333, 0.5]",0.7788007830714049,0.8,4,5,0.9456318020820618,0.8979023694992065,0.47973514,-0.8389005
597,what did the gentleman do for the next few weeks ?,explicit,"it took some time to discover the whereabouts of the old woman , but at length it was accomplished , and when she arrived at the palace with the equerry , she was received with royal honours , as became the bride of the prince . the guards looked at each other with astonished eyes , as the wizened creature , bowed with age , passed between their lines ; but they were more amazed still at the lightness of her step as she skipped up the steps to the great door before which the king was standing , ","spent all his days in hunting , and trying to forget the old wife at home .",spend all his days in hunting .,The gentleman spent all his days in hunting and trying to forget the old wife at home .,0.9375,0.9333333333333333,0.9375,0.9375,0.4347826086956522,0.38095238095238093,0.4347826086956522,0.4347826086956522,0.7912619863720214,"[0.8947368421052632, 0.8333333333333334, 0.7647058823529411, 0.6875]",1.0,1.0588235294117647,18,17,0.2592170537135687,"[0.3684210526315789, 0.2777777777777778, 0.23529411764705882, 0.1875]",1.0,2.5714285714285716,18,7,0.9628373384475708,0.9003506898880005,0.27064386,-0.6320987
598,who wished the princesses into the earth ?,explicit,"when the youth came to the first princess , she called out to him , and begged him most earnestly to come to her ; but he went on as though he had not seen her . and he passed the next one in the same manner ; but went over to the third . "" if you will do what i tell you to , you shall have whichever one of us you want , "" said she . yes , he would do what she wanted . so she told him that three trolls had wished them into the earth where they were ; but that formerly they had dwelt in the castl",three trolls .,three trolls .,three trolls,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.9504759311676025,0.9504759311676025,0.896576,0.896576
599,what will happen after the magic web arrives ?,implicit,"but the wily countess offered him much gold , and bribed him higher and higher , first with wealth , then with success , and lastly she promised to obtain for him a high post at the court of the king of scotland ; and at that his ambition stirred within him , his determination gave way , and he consented to do what she asked . "" i will summon my magic loom , "" he said , "" and weave a piece of cloth of finest texture and of marvellous beauty ; and before i weave it i will so poison the thread wit",the two countesses will make a waistcoat from the thread .,countess fraukirk will give it to paul .,snorro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.817663819004394e-05,"[0.5, 1.0, 1.0, 1.0]",4.5399929762484854e-05,0.09090909090909091,1,11,0.0007667982759693039,"[0.5, 1.0, 1.0, 1.0]",0.0009118819655545162,0.125,1,8,0.7698006629943848,0.746599018573761,-1.3933063,-1.2887704
600,what did snorro collect on the hillsides ?,explicit,"and he would not attend to the country people who came to seek his help , unless they bowed themselves humbly before him and spoke to him as if he were a king . i say that the country people sought his help , for he spent his time , or appeared to spend it , in collecting herbs and simples on the hillsides , which he carried home with him to his dark abode , and distilled medicines and potions from them , which he sold to his neighbours at wondrous high prices . he was also the possessor of a wo",herbs and simple .,collecting herbs an simples on the hillsides .,herbs and simples,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.4,0.0,0.4,0.4,0.5066641486392105,"[0.75, 0.6666666666666666, 0.5, 1.0]",0.7165313105737893,0.75,3,4,0.11230610537242834,"[0.75, 0.3333333333333333, 0.5, 1.0]",0.18887560283756186,0.375,3,8,0.8757551908493042,0.8782314658164978,0.5681478,-1.037684
601,how did the widowed mistress feel after she saw her dying pig ?,implicit,"but the song was quickly changed into a cry of despair when she reached the pig - stye , for there lay her cherished pig on its back , with its legs in the air and its eyes shut , just as if it were going to breathe its last breath . "" what shall i do ? what shall i do ? "" cried the poor woman , sitting down on a big stone and clasping her boy to her breast , heedless of the fact that she had dropped her bucket , and that the pig's - meat was running out , and that the hens were eating it . "" fi",sad .,despair .,She was saddened by the loss of her husband .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12605968092174913,"[0.18181818181818182, 0.1, 0.1111111111111111, 0.125]",1.0,5.0,10,2,0.12605968092174913,"[0.18181818181818182, 0.1, 0.1111111111111111, 0.125]",1.0,5.0,10,2,0.8862249255180359,0.8826860785484314,-0.92638606,-1.0509084
602,what did the rich neighbor do when he saw the giant ?,explicit,"then the rich neighbor fell into a rage , rushed up and gave the giant a good kick . but that did not help him , for his foot stuck to the giant , while the latter no more felt the kick than if it had been a flea - bite , and kept right on working .",rushed up and gave the giant a good kick .,got angry .,The rich neighbor rushed up and gave the giant a good kick .,0.8571428571428571,0.8421052631578948,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.7577395672414201,"[0.7857142857142857, 0.7692307692307693, 0.75, 0.7272727272727273]",1.0,1.3,13,10,0.09552040806823771,"[0.14285714285714285, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,4.333333333333333,13,3,0.9376819729804993,0.8547360301017761,0.037328232,-1.5640994
603,what did andrew hear on christmas eve ?,explicit,"on christmas eve andrew heard fiddles and music far out at sea ; and when he came out , he saw a glow of light that came from a great northland schooner , which was gliding toward the land -- yet such a ship he had never yet seen . it has a main - sail of uncommon size , which looked to him to be of silk , and the most delicate tackling , as thin as though woven of steel wire , and everything else was in proportion , as fine and handsome as any northlander might wish to have . the whole schooner",fiddles and music far out at sea .,fiddles and music far out at sea .,andrew heard fiddles and music far out at sea .,0.8750000000000001,0.8571428571428571,0.8750000000000001,0.8750000000000001,0.8750000000000001,0.8571428571428571,0.8750000000000001,0.8750000000000001,0.7860753021519787,"[0.8181818181818182, 0.8, 0.7777777777777778, 0.75]",1.0,1.25,10,8,0.7860753021519787,"[0.8181818181818182, 0.8, 0.7777777777777778, 0.75]",1.0,1.25,10,8,0.9310574531555176,0.9310574531555176,-0.02207652,-0.02207652
604,what did the monkey do upon hearing the truth ?,explicit,"the monkey grew more and more curious and suspicious , and urged the jelly fish to tell him for what his liver was wanted , and ended up by appealing to his hearer 's feelings by saying that he was very troubled at what he had been told . then the jelly fish , seeing how anxious the monkey looked , was sorry for him , and told him everything . how the dragon queen had fallen ill , and how the doctor had said that only the liver of a live monkey would cure her , and how the dragon king had sent h",trembled with fear .,he trembled in fear at the thought of what was in sotre for him .,The monkey grew more and more curious and suspicious,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0.11868405219520975,"[0.1, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,2.25,9,4,0.06093442415317837,"[0.1, 0.1111111111111111, 0.125, 0.14285714285714285]",0.513417119032592,0.6,9,15,0.8244250416755676,0.8441532254219055,-1.1412559,-1.0985398
605,what did the man see after he had sailed off and was out at sea a way ?,explicit,"here he again sold his cat , and this time he received two hundred dollars for her , and that without any haggling . but when he had sailed off and was out at sea a way , there sat the cat up in the mast . and the storm at once began again , and finally he was again driven to a land in which he had never been . again he turned in at a tavern , and there the table was also covered with switches ; but every switch was a yard and a half long , and as thick as a small broom , and the people told him",the cat .,the cat up in the mast .,the cat,1.0,1.0,1.0,1.0,0.5,0.33333333333333337,0.5,0.5,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.0820849986238988,"[1.0, 1.0, 1.0, 1.0]",0.0820849986238988,0.2857142857142857,2,7,0.943120539188385,0.8845030665397644,0.6249176,-1.0533268
606,how did the bride feel about the dwarf who had been chosen for her husband ?,implicit,"but after her mother had gone , she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill . and there no harm had been done her , save that she had lost the top joint of the little finger of her left hand , and the goblins had been kind to her ; yet it had always seemed to her as though something were not as it should be , she felt as though something weighed upon her , and she had suffered greatly from the advances of the dwarf who had been ch",sad .,she had suffered greatly .,She felt a lot of sympathy for the dwarf who had been chosen for her husband .,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.07223943354597204,"[0.1111111111111111, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,8.5,17,2,0.07994607499472013,"[0.16666666666666666, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,3.4,17,5,0.8580571413040161,0.8774659633636475,-1.4753879,-1.0029855
607,what did snorro give to harold ?,explicit,"snorro saw that he was in earnest , so without a word he entered his dwelling , and in a few minutes returned with a small phial in his hand , which was full of a rosy liquid . "" pour the contents of this into the lady morna 's wine - cup , "" he said , "" and i warrant thee that before four - and - twenty hours have passed she will love thee better than thou lovest her now . "" then he waved his hand , as if to dismiss his visitor , and disappeared into his dwelling - place . earl harold made all ",a small phial .,a small phial .,snorro gave harold a small phial .,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,0.5169731539571706,"[0.625, 0.5714285714285714, 0.5, 0.4]",1.0,1.75,7,4,0.5169731539571706,"[0.625, 0.5714285714285714, 0.5, 0.4]",1.0,1.75,7,4,0.8958894610404968,0.8958894610404968,-0.5392035,-0.5392035
608,how did the farmer feel when his pears disappeared ?,implicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",mad .,rage .,The farmer felt a lot of pain .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,0.8859901428222656,0.8864374160766602,-1.7461153,-1.1712506
609,what did the lady do after she came into the church ?,explicit,"then he awoke , and the dark lad told him what had befallen him , and he was very grieved . but the dark lad did not tell him of the name that was written underneath his arm . on the following morning the fisher 's son again went to the church , determined that he would not go to sleep , whatever happened . but in his hurry to enter he touched with his hand the spike of hurt , and sank down where he stood , wrapped in slumber . a second time the air was filled with music , and the lady came in ,","laid his head on her knee , and combed his hair with a golden comb .",she laid his head on her knee and combed his hair with a golden comb .,She touched the fisher 's son with a golden comb,0.3333333333333333,0.27272727272727276,0.3333333333333333,0.3333333333333333,0.4,0.2608695652173913,0.4,0.4,0.1925472529500695,"[0.45454545454545453, 0.4, 0.3333333333333333, 0.25]",0.5488116360940264,0.625,10,16,0.1925472529500695,"[0.45454545454545453, 0.4, 0.3333333333333333, 0.25]",0.5488116360940264,0.625,10,16,0.8590267896652222,0.8682386875152588,-0.8055942,-0.50173163
610,what did the king give to the girl ?,explicit,"' one day , shortly after the death of the queen , ' continued the young man , ' your highness was hunting , and outstripped all your attendants while chasing the deer . you were in a part of the country which you did not know , so seeing an orchard all pink and white with apple - blossoms , and a girl tossing a ball in one corner , you went up to her to ask your way . but when she turned to answer you , you were so struck with her beauty that all else fled from your mind . again and again you r",three rings and a charm .,three rings and a charm with a cross .,three rings and a charm with a cross,0.7692307692307693,0.7272727272727273,0.7692307692307693,0.7692307692307693,1.0,1.0,1.0,1.0,0.5873949094699213,"[0.6666666666666666, 0.625, 0.5714285714285714, 0.5]",1.0,1.3333333333333333,8,6,0.8824969025845955,"[1.0, 1.0, 1.0, 1.0]",0.8824969025845955,0.8888888888888888,8,9,0.9410884976387024,0.9777623414993286,0.20310253,0.92651576
611,where did the widowed mistress find the cruel fairy ?,explicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",at the bottom of the quarry .,at the bottom of the quarry .,the quarry,0.5,0.33333333333333337,0.5,0.5,0.5,0.33333333333333337,0.5,0.5,0.0820849986238988,"[1.0, 1.0, 1.0, 1.0]",0.0820849986238988,0.2857142857142857,2,7,0.0820849986238988,"[1.0, 1.0, 1.0, 1.0]",0.0820849986238988,0.2857142857142857,2,7,0.8899255394935608,0.8899255394935608,-0.50711596,-0.50711596
612,who did they see come into the hall when they were all sitting at the table ?,explicit,"after the ceremonies of the christening were over , all the company returned to the king 's palace , where was prepared a great feast for the fairies . there was placed before every one of them a magnificent cover with a case of massive gold , wherein were a spoon , knife , and fork , all of pure gold set with diamonds and rubies . but as they were all sitting down at table they saw come into the hall a very old fairy , whom they had not invited , because it was above fifty years since she had b",a very old fairy .,a very old fairy .,a very old fairy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7788007830714049,"[1.0, 1.0, 1.0, 1.0]",0.7788007830714049,0.8,4,5,0.7788007830714049,"[1.0, 1.0, 1.0, 1.0]",0.7788007830714049,0.8,4,5,0.9483881592750549,0.9483881592750549,0.85148185,0.85148185
613,how long did the happy hunter stay ?,explicit,"between the sea realm and the earth there was no difference in the night of time , and the happy hunter found that three years went fleeting quickly by in this delightful land . the years pass swiftly when any one is truly happy . but though the wonders of that enchanted land seemed to be new every day , and though the sea king 's kindness seemed rather to increase than to grow less with time , the happy hunter grew more and more homesick as the days passed , and he could not repress a great anx",three years .,three years .,The happy hunter stayed for three years .,0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445,0.2984745896009823,"[0.4444444444444444, 0.375, 0.2857142857142857, 0.16666666666666666]",1.0,2.6666666666666665,8,3,0.2984745896009823,"[0.4444444444444444, 0.375, 0.2857142857142857, 0.16666666666666666]",1.0,2.6666666666666665,8,3,0.8824098110198975,0.8824098110198975,-0.5063824,-0.5063824
