id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
421,what happened after maie hummed the magic rhyme on sunday night ?,explicit,"this annoyed maie , but nevertheless she rowed out to sea on sunday night and sang as before : oh , ahti , with the long , long beard , who dwellest in the deep blue sea , a thousand cows are in thy herd , i pray thee give three unto me . the following morning , instead of one , three cows stood on the island , and they all ate seaweed and fended for themselves like the first one .",three cows stood on the island .,three cows stood on the island .,"she rowed out to sea on sunday night and sang as before : oh ahti , with the long , long beard , who dwellest in the deep blue sea , a thousand cows are in thy herd , i pray thee give three unto me .",0.1739130434782609,0.0,0.08695652173913045,0.08695652173913045,0.1739130434782609,0.0,0.08695652173913045,0.08695652173913045,0.03366746772055075,"[0.125, 0.02127659574468085, 0.021739130434782608, 0.022222222222222223]",1.0,6.714285714285714,47,7,0.03366746772055075,"[0.125, 0.02127659574468085, 0.021739130434782608, 0.022222222222222223]",1.0,6.714285714285714,47,7,-1.1861036,-1.1861036
422,"what did the king do after he had the hat, cloak and boots ?",explicit,"then the king thanked him , and did as he said . "" why do you stand there fighting till the end of time ? "" said he to the brothers . "" let me test your possessions if i am to decide your quarrel . "" that suited them ; but when he had hat , cloak and boots , he told them : "" i will give you my decision the next time we meet ! "" and with that he wished himself far away . while he was flying through the air he happened to meet the north wind . "" and where are you going ? "" asked the north wind . """,wished himself far away .,he wished himself far away .,he told them .,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.2798263237576258,"[0.4, 0.25, 0.3333333333333333, 0.5]",0.7788007830714049,0.8,4,5,0.24117803988461298,"[0.6, 0.25, 0.3333333333333333, 0.5]",0.6065306597126334,0.6666666666666666,4,6,-1.3366611,-1.1691885
423,what did the man do when the day began to draw to a close ?,explicit,"one day the firewood gave out in his kitchen , so , as his wife wanted some at once , the old man took his ax and set out for the woods up among the hills not very far from his home . it was a fine day in the early autumn , and the old man enjoyed the fresh air and was in no hurry to get home . so the whole afternoon passed quickly while he was chopping wood , and he had collected a goodly pile to take back to his wife . when the day began to draw to a close , he turned his face homewards .",turned his face homewards .,turned his face homewards .,turned his face homewards .,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,5,5,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,5,5,1.1115624,1.1115624
424,how will the king feel when he hears of the jelly fish's failure ?,explicit,""" of course , i wo n't give you my liver , but come and get it if you can ! "" added the monkey mockingly from the tree . there was nothing for the jelly fish to do now but to repent of his stupidity , and to return to the dragon king of the sea and to confess his failure , so he started sadly and slowly to swim back . the last thing he heard as he glided away , leaving the island behind him , was the monkey laughing at him . meanwhile the dragon king , the doctor , the chief steward , and all th",angry .,very angry .,the monkey laughing at him .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,2.0,6,3,-1.126247,-1.0271504
425,what did the princess do after she saved him from getting killed ?,explicit,"then , without waiting for a reply , she conducted him into the palace , and he bathed in a marble bath , and all the dirt that the fairies had put upon him disappeared like magic , and when he had dressed himself in the fine garments the princess had sent to him , he looked a match for any king 's daughter in erin . he went down into the great hall where she was awaiting him , and they had much to tell each other but little time to tell it in , for the king her father , and the princes who were",conducted him into the palace .,she conducted him into the palace .,"he bathed in a marble bath , and all the dirt that the fairies had put upon him disappeared like magic , and when he had dressed himself in the fine garments the princess had sent to him , he looked a match for any king 's daughter in erin .",0.07692307692307691,0.0,0.07692307692307691,0.07692307692307691,0.07547169811320754,0.0,0.07547169811320754,0.07547169811320754,0.02801109566840279,"[0.07692307692307693, 0.0196078431372549, 0.02, 0.02040816326530612]",1.0,8.5,51,6,0.02801109566840279,"[0.07692307692307693, 0.0196078431372549, 0.02, 0.02040816326530612]",1.0,7.285714285714286,51,7,-1.5552336,-1.451498
426,what will the bonze do after he eats the pear ?,explicit,"the bystanders told the farmer that he ought to give the bonze one of the smaller pears and let him go . but the farmer would not and did not . an artisan saw the whole affair from his shop , and since the noise annoyed him , he took some money , bought a pear and gave it to the bonze . the bonze thanked him and said : "" one like myself , who has given up the world , must not be miserly . i have beautiful pears myself , and i invite you all to eat them with me . "" then some one asked : "" if you ","held the pit in his hand , took his pick - ax from his shoulder ; and dug a hole a couple of inches deep .",plant a pear seed .,climbed into the tree and handed down the pears to the bystanders .,0.11764705882352942,0.0,0.11764705882352942,0.11764705882352942,0.0,0.0,0.0,0.0,0.04178873129101045,"[0.2857142857142857, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",0.36787944117144233,0.5,13,26,0.09552040806823771,"[0.14285714285714285, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,2.6,13,5,-1.1260881,-1.1422545
427,"who were industrious, hard-working folk, happy and contented in their poor hut ?",explicit,"all good things go in threes , so matte and his wife fished for salmon in spring , for herring in summer , and for cod in winter . when on saturdays the weather was fine and the wind favourable , they sailed to the nearest town , sold their fish , and went to church on sunday . but it often happened that for weeks at a time they were quite alone on the rock ahtola , and had nothing to look at except their little yellow - brown dog , which bore the grand name of prince , their grass tufts , their",matte and maie .,matte and maie .,"they thought themselves rich when they were able to salt as many casks of fish as they required for winter and yet have some left over with which to buy tobacco for the old man , and a pound or two of coffee for his wife , with plenty of burned corn and chicory in it to give it a flavour .",0.03225806451612903,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,0.03225806451612903,0.02140311488246744,"[0.047619047619047616, 0.016129032258064516, 0.01639344262295082, 0.016666666666666666]",1.0,15.5,62,4,0.02140311488246744,"[0.047619047619047616, 0.016129032258064516, 0.01639344262295082, 0.016666666666666666]",1.0,15.5,62,4,-1.8612359,-1.8612359
428,where did the young man chase the deer to ?,explicit,"on they went , on and on and one , till they reached a cottage which was thatched with heather . with a bound the deer sprang on the roof , and lay down where none could see her , but as she did so she called out , ' go in , fisher 's son , and eat and drink while you may . ' so he entered and found food and wine on the table , but no man , for the house belonged to some robbers , who were still away at their wicked business . after ian , the fisher 's son , had eaten all he wanted , he hid hims",a cottage .,a cottage .,"the roof , and lay down where none could see her , but as she did so she called out , ' go in , fisher 's son , and eat and drink while you may .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03259631698411773,"[0.05263157894736842, 0.02702702702702703, 0.027777777777777776, 0.02857142857142857]",1.0,12.333333333333334,37,3,0.03259631698411773,"[0.05263157894736842, 0.02702702702702703, 0.027777777777777776, 0.02857142857142857]",1.0,12.333333333333334,37,3,-1.7285585,-1.7285585
429,who did the king's wife send for when she felt that she would soon die ?,explicit,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long",the king .,the king .,"the king and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have .",0.1111111111111111,0.05882352941176471,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05882352941176471,0.1111111111111111,0.1111111111111111,0.043701366483088325,"[0.1, 0.05128205128205128, 0.02631578947368421, 0.02702702702702703]",1.0,13.0,39,3,0.043701366483088325,"[0.1, 0.05128205128205128, 0.02631578947368421, 0.02702702702702703]",1.0,13.0,39,3,-1.393689,-1.393689
430,how did the happy hunter feel when he saw the two women ?,explicit,"the happy hunter would have liked to enter the gate there and then , but he saw that it was fast closed , and also that there was no one about whom he could ask to open it for him , so he stopped to think what he should do . in the shade of the trees before the gate he noticed a well full of fresh spring water . surely some one would come out to draw water from the well some time , he thought . then he climbed into the tree overhanging the well , and seated himself to rest on one of the branches",surprised .,exceedingly surprised .,exceedingly surprised and wondered what it could mean .,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.4,0.25,0.4,0.4,0.15619699684601276,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,4.5,9,2,0.19960198807747329,"[0.4, 0.2222222222222222, 0.125, 0.14285714285714285]",1.0,3.0,9,3,-0.5983814,-0.26658487
431,how was the wedding ceremony celebrated ?,explicit,"at last they returned to the palace bringing with them a lovely young dragon . her scales were of glittering green like the wings of summer beetles , her eyes threw out glances of fire , and she was dressed in gorgeous robes . all the jewels of the sea worked in with embroidery adorned them . the king fell in love with her at once , and the wedding ceremony was celebrated with great splendor . every living thing in the sea , from the great whales down to the little shrimps , came in shoals to of",with great splendor .,the wedding ceremony was celebrated with great splendor .,the train of bearers who carried the bride 's possessions to her new home seemed to reach across the waves from one end of the sea to the other .,0.0,0.0,0.0,0.0,0.05405405405405405,0.0,0.05405405405405405,0.05405405405405405,0.04034110170120257,"[0.06451612903225806, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571]",1.0,7.5,30,4,0.044644767873512764,"[0.0967741935483871, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571]",1.0,3.3333333333333335,30,9,-1.440252,-0.8255054
432,why did the demons not see him ?,explicit,"but on looking out from the tree , what was his amazement to see , not his friends , but hundreds of demons coming towards the spot . the more he looked , the greater was his astonishment . some of these demons were as large as giants , others had great big eyes out of all proportion to the rest of their bodies , others again had absurdly long noses , and some had such big mouths that they seemed to open from ear to ear . all had horns growing on their foreheads . the old man was so surprised at",the tree was in the background .,the tree was in the background .,he lost his balance and fell out of the hollow tree .,0.23529411764705885,0.0,0.23529411764705885,0.23529411764705885,0.23529411764705885,0.0,0.23529411764705885,0.23529411764705885,0.1235622127262679,"[0.3076923076923077, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,1.7142857142857142,12,7,0.1235622127262679,"[0.3076923076923077, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,1.7142857142857142,12,7,-1.1019652,-1.1019652
433,why did the merriment of the rich peasant's mowers come to an end ?,explicit,"and then he cried for the third time : "" old hopgiant ! "" and there appeared a fellow of truly horrible size , with a scythe as large as a ship 's mast . and now the merriment of the rich peasant 's mowers came to an end . for when the giant began to mow and fling about his scythe , they were frightened at the strength he put into his work . and before they knew it he had mown half the meadow . ",they were frightened at the strength he put into his work .,they were frightened at the strength the giant put into his work .,the giant began to mow and fling about his scythe .,0.1904761904761905,0.0,0.1904761904761905,0.1904761904761905,0.2727272727272727,0.09999999999999999,0.2727272727272727,0.2727272727272727,0.12368857073777001,"[0.3333333333333333, 0.09090909090909091, 0.1, 0.1111111111111111]",0.9131007162822622,0.9166666666666666,11,12,0.1420146856299917,"[0.4166666666666667, 0.18181818181818182, 0.1, 0.1111111111111111]",0.8337529180751805,0.8461538461538461,11,13,-0.957936,-0.8272602
434,what did shiwozuchino suggest the happy hunter tell ryn jin ?,explicit,""" then what can i do ? "" asked the distressed man . "" you had better go down to ryn gu and tell ryn jin , the dragon king of the sea , what your trouble is and ask him to find the hook for you . i think that would be the best way . "" "" your idea is a splendid one , "" said the happy hunter , "" but i fear i can not get to the sea king 's realm , for i have always heard that it is situated at the bottom of the sea . """,his troubles .,what his trouble is and ask him to find the hook .,"the dragon king of the sea , what your trouble is and ask him to find the hook for you .",0.0,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.05809665204409193,"[0.09090909090909091, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,7.0,21,3,0.4308206906207312,"[0.5454545454545454, 0.42857142857142855, 0.4, 0.3684210526315789]",1.0,1.75,21,12,-1.3155134,-0.11357728
435,what happened to the fiddler because he knew neither rest not response ?,explicit,"the fiddler knew neither rest nor repose , and did not pass his cap , but played merrily on with his left hand , and beat time with his foot , until he was dripping with sweat , and the fiddle was hidden by the dust and smoke . when andrew noticed that his own feet began to twitch where he was standing , he thought to himself : "" now i had better shoot away , or else he will play me right off the ground ! "" so he turned his gun , thrust it through the window , and shot it off over the bride 's h",he was dripping with sweat and the fiddle was hidden by the dust and smoke .,he was dripping with sweat .,"dripping with sweat , and the fiddle was hidden by the dust and smoke .",0.9285714285714286,0.923076923076923,0.9285714285714286,0.9285714285714286,0.4444444444444444,0.25,0.33333333333333337,0.33333333333333337,0.7627703949022747,"[0.9375, 0.8666666666666667, 0.7857142857142857, 0.6923076923076923]",0.9355069850316178,0.9375,15,16,0.16943571815930883,"[0.375, 0.2, 0.14285714285714285, 0.07692307692307693]",1.0,2.5,15,6,0.39436385,-0.84810483
436,what happened as soon as the princess tried to spin the spindle ?,explicit,""" what are you doing there , goody ? "" said the princess . "" i am spinning , my pretty child , "" said the old woman , who did not know who she was . "" ha ! "" said the princess , "" this is very pretty ; how do you do it ? give it to me , that i may see if i can do so . "" she had no sooner taken it into her hand than , whether being very hasty at it , somewhat unhandy , or that the decree of the fairy had so ordained it , it ran into her hand , and she fell down in a swoon .",she fell down in a swoon .,fell down in a swoon .,she fell down in a swoon .,1.0,1.0,1.0,1.0,0.9090909090909091,0.888888888888889,0.9090909090909091,0.9090909090909091,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7,7,0.8408964152537145,"[0.875, 0.8571428571428571, 0.8333333333333334, 0.8]",1.0,1.1666666666666667,7,6,1.0687808,0.08299601
437,what happened when the dance ended ?,explicit,"but when the dance was ended , she disappeared again so quickly that the king could not see which way she went . she ran to her little room and changed herself once more into the many - furred creature , and went into the kitchen to cook the bread - soup . when the cook was upstairs , she fetched the golden spinning - wheel and put it in the dish so that the soup was poured over it . it was brought to the king , who ate it , and liked it as much as the last time . he had the cook sent to him , a",the maiden disappeared again so quickly that the king could not see which way she went .,she disappeared again so quickly .,she disappeared again so quickly that the king could not see which way she went .,0.9032258064516129,0.896551724137931,0.9032258064516129,0.9032258064516129,0.5,0.4444444444444445,0.5,0.5,0.8784766099908824,"[0.9411764705882353, 0.9375, 0.9333333333333333, 0.9285714285714286]",0.9394130628134758,0.9411764705882353,16,17,0.2928298013714697,"[0.4117647058823529, 0.3125, 0.26666666666666666, 0.21428571428571427]",1.0,2.6666666666666665,16,6,0.6254037,0.039729938
438,who was the older son ?,explicit,"there was once a rich peasant who had two sons , named john nicholas and lucky andrew . the oldest was one of those fellows of whom one never can quite make head or tail . he was a most unpleasant customer to deal with , and he was more grasping and greedy than the folk of the northland are , as a rule , though it is only too rare to find them unblessed with these attractive qualities . the other , lucky andrew , was wild and high spirited , but always good natured , and no matter how badly off ",john nicholas .,john nicholas .,lucky andrew .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537284965911771,"[0.5, 0.3333333333333333, 0.5, 1.0]",1.0,1.0,3,3,0.537284965911771,"[0.5, 0.3333333333333333, 0.5, 1.0]",1.0,1.0,3,3,-0.86336374,-0.86336374
439,what happened after the young man saw a woman with long black hair standing there ?,explicit,"' ah , you have a gun , ' said the farmer as the young man placed it in a corner . ' that is well , for a deer comes every evening to eat my corn , and i can not catch it . it is fortune that has sent you to me . ' ' i will gladly remain and shoot the deer for you , ' replied the youth , and that night he hid himself and watched till the deer came to the cornfield ; then he lifted his gun to his shoulder and was just going to pull the trigger , when , behold ! instead of a deer , a woman with lo","his gun almost dropped from his hand in surprise , but as he looked , there was the deer eating the corn again .",his gun almost dropped from his hand in surprise .,he hid himself and watched till the deer came to the cornfield .,0.24242424242424246,0.06451612903225806,0.24242424242424246,0.24242424242424246,0.0,0.0,0.0,0.0,0.06414370410180292,"[0.42857142857142855, 0.15384615384615385, 0.08333333333333333, 0.09090909090909091]",0.42906200094310865,0.5416666666666666,13,24,0.09552040806823771,"[0.14285714285714285, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,1.3,13,10,-0.8251336,-1.3674787
440,what did the widowed mistress do after she saw the old woman coming up the hill ?,explicit,"so next day , at the appointed time , she went out with her boy in her arms , and seated herself on the big stone where she had sat before ; and when she saw the old dame coming up the hill , she crumpled up her nice clean cap , and screwed up her face , and pretended to be in great distress and to be crying bitterly . the fairy took no notice of this , however , but came close up to her , and said , in her harsh , merciless voice , "" good wife of kittlerumpit , ye ken the reason of my coming ; ","crumpled up her nice clean cap , and screwed up her face , and pretended to be in great distress and to be crying bitterly .","crumpled up her nice clean cap , and screwed up her face , and preteneded to be in great distress .","crumpled up her nice clean cap , and screwed up her face , and pretended to be in great distress and to be crying bitterly .",1.0,1.0,1.0,1.0,0.8292682926829269,0.7692307692307693,0.8292682926829269,0.8292682926829269,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,26,26,0.6695960204886555,"[0.7777777777777778, 0.6923076923076923, 0.64, 0.5833333333333334]",1.0,1.2380952380952381,26,21,1.0014293,0.042286754
441,why did the farmer hope to get a good price for the pears ?,explicit,"once upon a time there was a farmer who had carted pears to market . since they were very sweet and fragrant , he hoped to get a good price for them . a bonze with a torn cap and tattered robe stepped up to his cart and asked for one . the farmer repulsed him , but the bonze did not go . then the farmer grew angry and began to call him names . the bonze said : "" you have pears by the hundred in your cart . i only ask for one . surely that does you no great injury . why suddenly grow so angry abo",they were very sweet and fragrant .,they were very sweet and fragrant .,a bonze with a torn cap and tattered robe stepped up to his cart and asked for one .,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0712695567709093,"[0.15, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,2.7142857142857144,19,7,0.0712695567709093,"[0.15, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,2.7142857142857144,19,7,-1.5220835,-1.5220835
442,why did the natives call the immense boulder the dwarfie stone ?,explicit,"far up in a green valley in the island of hoy stands an immense boulder . it is hollow inside , and the natives of these northern islands call it the dwarfie stone , because long centuries ago , so the legend has it , snorro the dwarf lived there . nobody knew where snorro came from , or how long he had dwelt in the dark chamber inside the dwarfie stone . all that they knew about him was that he was a little man , with a queer , twisted , deformed body and a face of marvellous beauty , which nev",snorro the dwarf lived there .,snorro the dwarf lived there .,"long centuries ago , so the legend has it , snorro the dwarf lived there .",0.5555555555555556,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5,0.5555555555555556,0.5555555555555556,0.34823528327578535,"[0.4117647058823529, 0.375, 0.3333333333333333, 0.2857142857142857]",1.0,2.6666666666666665,16,6,0.34823528327578535,"[0.4117647058823529, 0.375, 0.3333333333333333, 0.2857142857142857]",1.0,2.6666666666666665,16,6,0.009829868,0.009829868
443,why did the king make fresh conditions ?,explicit,"then dullhead asked once more for his bride , but the king felt vexed at the idea of a stupid fellow whom people called ' dullhead ' carrying off his daughter , and he began to make fresh conditions . he required dullhead to find a man who could eat a mountain of bread . dullhead did not wait to consider long but went straight off to the forest , and there on the same spot sat a man who was drawing in a strap as tight as he could round his body , and making a most woeful face the while . said he",he felt vexed at the idea of a stupid fellow whom people called ' dullhead ' carrying off his daughter .,he felt vexed at the idea of a stupid fellow carrying off his daughter .,he required dullhead to find a man who could eat a mountain of bread .,0.25,0.0,0.125,0.125,0.21428571428571427,0.0,0.14285714285714285,0.14285714285714285,0.0725687032143088,"[0.375, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",0.6703200460356393,0.7142857142857143,15,21,0.10343603005129705,"[0.3125, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,1.0,15,15,-1.3075036,-1.295098
444,who was as different from his brother as night is from day ?,explicit,"harold , on the other hand , was as different from his brother as night is from day . he was fair - haired and blue - eyed , and he had gained for himself the name of harold the orator , because he was always free of speech and ready with his tongue . but for all this he was not a favourite . for he was haughty , and jealous , and quick - tempered , and the old folks ' eyes did not brighten at the sight of him , and the babes , instead of toddling out to greet him , hid their faces in their moth",harold .,harold .,"fair - haired and blue - eyed , and he had gained for himself the name of harold the orator , because he was always free of speech and ready with his tongue .",0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.039307696466998686,"[0.08571428571428572, 0.029411764705882353, 0.030303030303030304, 0.03125]",1.0,17.0,34,2,0.039307696466998686,"[0.08571428571428572, 0.029411764705882353, 0.030303030303030304, 0.03125]",1.0,17.0,34,2,-1.5118436,-1.5118436
445,who looked like a lady born ?,explicit,"and as the poor young thing , after having a good cry to herself , was drying her eyes , she chanced to look down the hill , and who should she see coming up it but an old woman , who looked like a lady born . she was dressed all in green , with a white apron , and she wore a black velvet hood on her head , and a steeple - crowned beaver hat over that , something like those , as i have heard tell , that the women wear in wales . she walked very slowly , leaning on a long staff , and she gave a b",an old woman .,old woman .,old woman .,0.8,0.6666666666666666,0.8,0.8,1.0,1.0,1.0,1.0,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,3,3,0.53502387,1.1165407
446,who was the dragon king of the sea ?,explicit,"long , long ago , in old japan , the kingdom of the sea was governed by a wonderful king . he was called rin jin , or the dragon king of the sea . his power was immense , for he was the ruler of all sea creatures both great and small , and in his keeping were the jewels of the ebb and flow of the tide . the jewel of the ebbing tide when thrown into the ocean caused the sea to recede from the land , and the jewel of the flowing tide made the waves to rise mountains high and to flow in upon the sh",rin jin .,rin jin .,rin jin .,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,3,3,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,3,3,1.0684686,1.0684686
447,what was too precious ?,explicit,"the jelly fish wondered at this speech and the mocking tone in which it was uttered . then he asked the monkey if it was n't his intention to come with him at once after getting his liver . the monkey replied laughingly that he could n't afford to lose his liver : it was too precious . "" but remember your promise ! "" pleaded the jelly fish , now very discouraged . "" that promise was false , and anyhow it is now broken ! "" answered the monkey . then he began to jeer at the jelly fish and told him",his liver .,his liver .,remember your promise !,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3021375397356768,"[0.2, 0.25, 0.3333333333333333, 0.5]",1.0,1.3333333333333333,4,3,0.3021375397356768,"[0.2, 0.25, 0.3333333333333333, 0.5]",1.0,1.3333333333333333,4,3,-1.6383824,-1.6383824
448,why didn't matte understand what the young men said ?,explicit,"maie was silent . this question so struck her to the heart that she could not reply . ' we have no cow , ' matte answered ; ' but we have good smoked herring , and can cook them in a couple of hours . ' ' all right , then , that will do , ' said the students , as they flung themselves down on the rock , while fifty silvery - white herring were turning on the spit in front of the fire . ' what 's the name of this little stone in the middle of the ocean ? ' asked one of them . ' ahtola , ' answere",he had never read kalevala and knew nothing of the sea gods of old .,he had never read kalevala .,"kalevala and knew nothing of the sea gods of old , but the students proceeded to explain to him .",0.6250000000000001,0.5999999999999999,0.6250000000000001,0.6250000000000001,0.08695652173913045,0.0,0.08695652173913045,0.08695652173913045,0.4952330116157305,"[0.5714285714285714, 0.5, 0.47368421052631576, 0.4444444444444444]",1.0,1.3333333333333333,20,15,0.06760229884571738,"[0.14285714285714285, 0.05, 0.05263157894736842, 0.05555555555555555]",1.0,3.3333333333333335,20,6,-0.34948802,-0.9983381
449,what did the gentleman give to the king to prove he was the king's son ?,explicit,"' by and bye i was born , and was brought up by my grandfather in one of his great houses . here are the rings you gave to my mother , and here is the cross , and these will prove if i am your son or not . ' as he spoke the young man laid the jewels at the feet of the king , and the nobles and the judges pressed round to examine them . the king alone did not move from his seat , for he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years",the rings and the cross .,the jewels .,"a message was sent to the false prince , forbidding him ever again to appear at court , though a handsome pension was granted him .",0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.08,0.0,0.08,0.08,0.051660454541342535,"[0.1111111111111111, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,4.333333333333333,26,6,0.051660454541342535,"[0.1111111111111111, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,8.666666666666666,26,3,-1.8816681,-1.859339
450,how did the boy live after he got the six hundred dollars ?,explicit,"now when the merchant was out at sea again , he considered how much the boy had gained with the four - shilling piece he had given him . "" well , he shall have some of the money , "" said the merchant to himself , "" but not all of it . for he has to thank me for the cat , which i bought for him , and charity begins at home . "" but while the merchant was thinking these thoughts , such a storm and tempest arose that all thought the ship would sink . then the merchant realized that there was nothing",in splendor and happiness .,he lived in splendor and happiness .,in splendor and happiness .,1.0,1.0,1.0,1.0,0.8,0.7499999999999999,0.8,0.8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,5,5,0.6703200460356393,"[1.0, 1.0, 1.0, 1.0]",0.6703200460356393,0.7142857142857143,5,7,1.114474,-0.41575256
451,who was the fisherman that drowned at sea ?,explicit,"a young man was out walking one day in erin , leading a stout cart - horse by the bridle . he was thinking of his mother and how poor they were since his father , who was a fisherman , had been drowned at sea , and wondering what he should do to earn a living for both of them . suddenly a hand was laid on his shoulder , and a voice said to him : ' will you sell me your horse , son of the fisherman ? ' and looking up he beheld a man standing in the road with a gun in his hand , a falcon on his sh",his father .,his father .,"a young man was out walking one day in erin , leading a stout cart - horse by the bridle .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05809665204409193,"[0.09090909090909091, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,7.0,21,3,0.05809665204409193,"[0.09090909090909091, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,7.0,21,3,-1.9062773,-1.9062773
452,what did the happy hunter find instead of the queer basket ?,explicit,"here he found , instead of the queer basket on which he had come to the realm of ryn gu , a large crocodile waiting for him . never had he seen such a huge creature . it measured eight fathoms in length from the tip of its tail to the end of its long mouth . the sea king had ordered the monster to carry the happy hunter back to japan . like the wonderful basket which shiwozuchino okina had made , it could travel faster than any steamboat , and in this strange way , riding on the back of a crocod",a large crocodile .,a large crocodile .,a large crocodile waiting for him .,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,0.3655552228545123,"[0.625, 0.42857142857142855, 0.3333333333333333, 0.2]",1.0,1.75,7,4,0.3655552228545123,"[0.625, 0.42857142857142855, 0.3333333333333333, 0.2]",1.0,1.75,7,4,0.16056696,0.16056696
453,what did the lady do after she could not wake ian up ?,explicit,"' here i must leave you , ' said the deer , ' but to - morrow meet me at midday in the church that is yonder . ' and jumping across the stream , she vanished into a wood . next day he set out for the church , but the old woman of the cottage had gone before him , and had stuck an enchanted stick called ' the spike of hurt ' in a crack of the door , so that he would brush against it as he stepped across the threshold . suddenly he felt so sleepy that he could not stand up , and throwing himself o","gave it up , and lifting his arm , wrote her name across the side .",wrote her name across the side .,"lift his arm , wrote her name across the side-- 'the daughter of the king of the town under the waves .",0.4848484848484849,0.4516129032258065,0.4848484848484849,0.4848484848484849,0.4615384615384615,0.4166666666666667,0.4615384615384615,0.4615384615384615,0.35459684529390034,"[0.43478260869565216, 0.36363636363636365, 0.3333333333333333, 0.3]",1.0,1.375,22,16,0.2108445456905127,"[0.30434782608695654, 0.22727272727272727, 0.19047619047619047, 0.15]",1.0,3.142857142857143,22,7,-0.90170723,-0.72647345
